Description,Transcript_length,GC_content,Fickett_score,ORF_T0_length,ORF_T1_length,ORF_T2_length,ORF_T0_coverage,ORF_T1_coverage,ORF_T3_coverage,Hexamer_score_ORF_T0,Hexamer_score_ORF_T1,Hexamer_score_ORF_T2,Hexamer_score_ORF_T3,RCB_T0,RCB_T1,SS_score_k1,SS_score_k2,SS_score_k3,SS_score_k4,SS_score_k5,GC_content_paired_ss,ORF_T0_PI,ORF_T0_MW,ORF_T0_aromaticity,ORF_T0_instability,ORF_T1_MW,ORF_T1_instability,ORF_T2_MW,ORF_T3_MW,Noncoding_prob,predict
TCONS_00296579 gene=XLOC_031268,9630.0,0.4389408099688474,0.3827,459.0,9561.0,510.0,0.04766355140186916,0.9928348909657321,0.9928348909657321,-0.021459239961009877,-0.3402731320129942,-0.027373156158626694,-0.3402731320129942,0.6476763246930566,0.2709671313698758,-0.0006031121120470788,-0.003949412240237908,-0.007696194952196862,-0.012893309396776503,-0.01891685749031587,0.4970864357397216,5.129400825500488,16645.973299999983,0.07236842105263158,50.582236842105246,1444.7813999999998,17.12727272727273,18466.05619999998,1444.7813999999998,0.6764566,lncrna
TCONS_00296595 gene=XLOC_031457,828.0,0.44323671497584544,0.6117999999999999,249.0,805.0,318.0,0.3007246376811594,0.9722222222222222,0.9722222222222222,0.01589357629953085,-0.7683722495737338,0.026036165885259654,-0.7683722495737338,0.9215886238621203,0.856022015041332,0.0025291300642437944,0.008911874729060082,0.011928127233751704,0.023070451059033752,0.02705210979746278,0.4007936507936508,4.273917198181153,9142.945000000003,0.08536585365853659,12.695121951219512,1530.8988000000002,42.261538461538464,11602.8694,1530.8988000000002,0.35504574,mrna
TCONS_00289948 gene=ENSG00000287680,1126.0,0.436056838365897,0.4325,168.0,1126.0,264.0,0.1492007104795737,1.0,1.0,-0.29518825961072404,-0.2759688931942734,-0.12989229627567392,-0.2759688931942734,0.8608288160598061,0.4081140200478397,-0.001657407090649197,-0.006575514411754956,-0.012276538961984157,-0.02369190740992381,-0.03534132339405273,0.5128571428571429,8.167193412780762,6399.563899999999,0.10909090909090909,21.438181818181828,4216.036500000001,46.79459459459459,9705.309599999993,4216.036500000001,0.99985754,lncrna
TCONS_00296596 gene=XLOC_031504,7525.0,0.5182724252491694,0.41780000000000006,255.0,7172.0,396.0,0.03388704318936877,0.9530897009966778,0.9530897009966778,-0.1926384062200263,-0.2620286280058793,-0.0004076647245184301,-0.2620286280058793,0.9497760440298197,0.35773382238225526,0.00912626594169466,0.016208139390033884,0.018523397086700262,0.021003185832154072,0.024255191856511066,0.5675253708040593,11.630241584777831,9564.891399999995,0.13095238095238096,81.48107142857141,535.7207,134.4,14377.380099999986,535.7207,0.9870077,lncrna
TCONS_00330407 gene=XLOC_032395,19796.0,0.59431198221863,0.4338,1401.0,19760.0,1548.0,0.07077187310567791,0.998181450798141,0.998181450798141,-0.026093346197868995,-0.06334814628112799,-0.03194386090916395,-0.06334814628112799,0.788716176416512,0.4210123023200749,0.015286263896805284,0.032275742316792026,0.04703599410459546,0.06381863187202413,0.08121380298701066,0.6486170057075955,8.554970741271976,49974.64369999997,0.1072961373390558,24.158798283261806,2765.1546000000003,33.62500000000001,54895.53829999996,2765.1546000000003,0.054959655,mrna
TCONS_00330453 gene=XLOC_032477,5773.0,0.5238177723887061,0.3956,846.0,5752.0,993.0,0.1465442577516023,0.996362376580634,0.996362376580634,-0.07489180776858242,-0.21026876583636026,-0.07677632431207305,-0.21026876583636026,0.8704733050647939,0.7487812876634574,0.009372224151376226,0.019736913378141034,0.02533432556413394,0.03305285842222034,0.039036157093875506,0.51107509454349,8.720590019226073,30474.669800000025,0.11387900355871887,25.678291814946615,27942.767000000043,15.932442748091606,35395.5644,27942.767000000043,0.23896098,mrna
TCONS_00331002 gene=XLOC_033464,792.0,0.5012626262626263,0.5201,48.0,757.0,252.0,0.06060606060606061,0.9558080808080808,0.9558080808080808,-0.39213819865225136,-0.3314340295985361,-0.2994894707133243,-0.3314340295985361,2.341078500741221,0.5618736860680444,-0.007789203017022866,-0.011570965583808579,-0.017025505269396633,-0.03129859089521716,-0.0503137359942328,0.5870646766169154,4.352013969421387,1586.8050000000003,0.0,53.620000000000005,897.0898,8.75,9449.682399999992,897.0898,0.9994099,lncrna
TCONS_00381359 gene=XLOC_038189,2829.0,0.5627430187345351,0.4364,381.0,2576.0,513.0,0.13467656415694593,0.9105691056910569,0.9105691056910569,-0.15949444355502332,-0.3713360402245368,-0.14266705052876677,-0.3713360402245368,1.1222047020692214,1.0479572314269787,0.011904309510263701,0.01688782638295101,0.013541009151538086,-0.0013605314736094456,-0.009062780706823894,0.48642533936651583,4.70293788909912,13672.22319999999,0.12698412698412698,21.384920634920633,8230.167699999996,38.4181818181818,18167.1209,8230.167699999996,0.5727641,lncrna
TCONS_00381284 gene=XLOC_038101,1471.0,0.49626104690686607,0.46440000000000003,150.0,1461.0,156.0,0.10197144799456152,0.9932019034670292,0.9932019034670292,0.14866498556170182,-0.4355550174563402,0.04723048817114854,-0.4355550174563402,1.16923618306684,1.2139106937671822,0.005471258226039574,0.013243647319316697,0.01942524597050471,0.02207054980602514,0.00504813002651269,0.4119047619047619,10.036647605895993,5266.2219,0.04081632653061225,62.99591836734693,5266.2219,62.99591836734693,5546.140800000001,5266.2219,0.99931586,lncrna
TCONS_00381285 gene=XLOC_038101,6646.0,0.46855251278964793,0.38820000000000005,237.0,6623.0,279.0,0.03566054769786338,0.9965392717424014,0.9965392717424014,-0.33305464482283004,-0.47463475535025895,-0.39759625851711056,-0.47463475535025895,1.1236086274604653,0.9015400669144997,0.004800224513147923,0.011390523190980677,0.016592116117665152,0.015689895945323083,0.005414552730347615,0.42266536964980544,7.425241279602051,8701.508000000002,0.07692307692307693,36.119230769230754,468.5668,-13.725000000000001,10489.0248,468.5668,0.9601149,lncrna
TCONS_00398427 gene=XLOC_042107,556.0,0.539568345323741,0.5333,75.0,528.0,117.0,0.13489208633093525,0.9496402877697842,0.9496402877697842,-0.0804553831102706,-0.7410764574108372,0.1763977874761462,-0.7410764574108372,1.180611408257195,0.6622236892394764,-0.007279738356536325,-0.012409965381262888,-0.0241814011376059,-0.03532157024858319,-0.02530259126061416,0.3013698630136986,9.524639701843263,2580.0348,0.125,-2.141666666666667,2366.9799999999996,39.43000000000001,3992.1204000000007,2366.9799999999996,0.9983388,lncrna
TCONS_00389118 gene=FAM217B,2510.0,0.59800796812749,0.5886,591.0,2240.0,843.0,0.2354581673306773,0.8924302788844621,0.8924302788844621,0.3677248381799312,-0.00755557564923592,0.3379169600768836,-0.00755557564923592,0.43793696020481754,0.3278597864683248,0.010483538708106796,0.03852520872134324,0.0637596574603498,0.08756094102281743,0.11250824905068174,0.6905055487053021,11.999967765808105,20950.39299999996,0.030612244897959183,87.8663265306122,709.8106000000001,-5.816666666666667,30036.794800000025,709.8106000000001,0.7093393,lncrna
TCONS_00389119 gene=FAM217B,7443.0,0.6383178825742308,0.5591,960.0,7319.0,993.0,0.12898024989923418,0.9833400510546823,0.9833400510546823,0.2650217732831081,-0.0029725929030789758,0.26298894523984867,-0.0029725929030789758,0.4777591926622442,0.3954199402062206,0.015242652807232223,0.03669584462414778,0.05638683862519157,0.07686022026181359,0.09507700857475739,0.7162055335968379,6.7194715499877935,34174.412700000015,0.03761755485893417,64.58025078369904,709.8106000000001,-5.816666666666667,35443.78010000001,709.8106000000001,0.024503231,mrna
TCONS_00407190 gene=XLOC_043320,763.0,0.6212319790301442,0.5945,78.0,725.0,126.0,0.10222804718217562,0.9501965923984272,0.9501965923984272,-0.08371901365980917,-0.7870980502179084,-0.10566418209298052,-0.7870980502179084,1.8361136726193892,0.9459802596384104,0.003072546161601551,0.0038372734102333447,-0.010194302647005889,-0.03265160053618586,-0.068000090754661,0.5220588235294118,8.886660575866703,2656.071700000001,0.04,36.63600000000001,434.51099999999997,-18.46666666666667,4326.9996,434.51099999999997,0.9996888,lncrna
TCONS_00407292 gene=XLOC_043885,604.0,0.5629139072847682,0.6984999999999999,132.0,553.0,219.0,0.2185430463576159,0.9155629139072847,0.9155629139072847,-0.33615257825772493,-0.18351354536220826,-0.08894775262691253,-0.18351354536220826,1.586847482419044,1.4187469352091342,0.010335850808137563,0.024145737157694636,0.04034437503971897,0.05616533241232209,0.06866958297650229,0.5914285714285714,5.243590354919433,4653.9941,0.11627906976744186,-13.248837209302323,1413.7477000000001,12.192307692307693,7585.643100000002,1413.7477000000001,0.9981133,lncrna
TCONS_00407293 gene=XLOC_043885,1131.0,0.5667550839964633,0.46830000000000005,360.0,1080.0,471.0,0.3183023872679045,0.9549071618037135,0.9549071618037135,-0.022593005120636285,-0.1414913155684557,-0.023430852136274563,-0.1414913155684557,1.1720328367011654,1.2400029920157256,0.008231877965199247,0.021117399949857334,0.03584643899518202,0.04765839504494656,0.04998288606349677,0.5947712418300654,7.7475183486938475,12279.854299999988,0.05042016806722689,11.473949579831931,1413.7477000000001,12.192307692307693,16259.8034,1413.7477000000001,0.96399593,lncrna
TCONS_00422624 gene=XLOC_044686,671.0,0.5067064083457526,1.2204000000000002,525.0,637.0,531.0,0.7824143070044709,0.9493293591654247,0.9493293591654247,0.31525941971684185,0.1793161095532794,0.3207308757725062,0.1793161095532794,0.385941688239116,0.5960871651613133,0.006232996687387964,0.01323321882120508,0.013279657072882286,0.05149507037069602,0.10289583533784354,0.3253968253968254,4.0500284194946286,14404.273399999991,0.022988505747126436,47.951149425287376,1608.2541999999996,5.171428571428572,14632.518399999988,1608.2541999999996,0.013416469,mrna
TCONS_00422957 gene=XLOC_045554,2903.0,0.6028246641405443,0.4998,438.0,2899.0,585.0,0.15087840165346195,0.998622115053393,0.998622115053393,0.10830531276885574,-0.05905433412475569,0.006483536985165623,-0.05905433412475569,1.2344175358522924,0.45767500482510837,0.013845859441544478,0.025904671265995785,0.03564685336899747,0.04212360819778564,0.05320915211816352,0.6636455186304129,6.3828142166137685,14758.875799999987,0.027586206896551724,42.5958620689655,5465.998700000001,37.130769230769225,20535.197399999997,5465.998700000001,0.96495044,lncrna
TCONS_00422958 gene=XLOC_045554,3897.0,0.6163715678727226,0.4864,438.0,3893.0,477.0,0.11239414934565051,0.9989735694123685,0.9989735694123685,0.10830531276885574,-0.07590847439033971,0.1011801667832086,-0.07590847439033971,1.2344175358522924,0.42981528780622447,0.015160168109059477,0.02763537433661483,0.03852914966291935,0.04747660268780544,0.060446821627793426,0.6797752808988764,6.3828142166137685,14758.875799999987,0.027586206896551724,42.5958620689655,5465.998700000001,37.130769230769225,16106.421399999988,5465.998700000001,0.9389507,lncrna
TCONS_00414515 gene=IL17REL,1279.0,0.4910086004691165,0.4194,405.0,1049.0,408.0,0.3166536356528538,0.8201720093823299,0.8201720093823299,-0.2064600508433358,-0.24179838049983748,-0.20623649134609215,-0.24179838049983748,1.4039023777733743,1.3227841224453187,0.0035592615082214855,0.013660816249080748,0.027171707748193052,0.046895592730902075,0.06132796274581521,0.5041208791208791,6.406743431091309,14310.04070000001,0.13432835820895525,23.907462686567158,38491.661900000036,16.166762177650423,14397.118000000008,38491.661900000036,0.10648692,mrna
TCONS_00422666 gene=XLOC_044805,1443.0,0.5980595980595981,1.0936000000000001,1341.0,1405.0,1408.0,0.9293139293139293,0.9736659736659736,0.9757449757449758,0.20001018614701702,-0.00584504843534576,0.08019960640393978,0.08019960640393978,1.3554589273166866,1.1707625854090629,-0.013324436789659796,-0.014577868094309776,-0.01787970885226868,-0.011646038417468509,0.002724718965800303,0.6793478260869565,11.700705528259277,45981.79140000027,0.006726457399103139,38.09977578475337,50308.08790000016,48.97863247863246,52360.78340000008,52360.78340000008,0.022387862,mrna
TCONS_00422667 gene=XLOC_044805,453.0,0.6181015452538632,1.2750000000000001,0.0,453.0,0.0,0.0,1.0,1.0,NaN,-0.06744780203558771,NaN,-0.06744780203558771,NaN,1.1238525524544896,-0.015151776500341479,-0.014888924335583385,-0.017271908895332762,-0.006755787305058781,0.012909832461878937,0.68125,NaN,NaN,NaN,NaN,17312.921999999984,49.41324503311259,NaN,17312.921999999984,0.9136071,lncrna
TCONS_00414597 gene=XLOC_044812,3353.0,0.5040262451535938,0.4334,375.0,3181.0,402.0,0.11184014315538324,0.9487026543393976,0.9487026543393976,-0.15740698228550004,-0.3075817597146274,-0.24493006588187033,-0.3075817597146274,1.6619183094848764,1.3196654094922398,-0.002243218579084473,0.005340207578561517,0.013890279385239465,0.023549533763831662,0.01874904402188067,0.42715700141442714,4.0500284194946286,12696.982600000005,0.08870967741935484,9.142741935483869,12578.974400000012,2.002542372881356,14254.889900000013,12578.974400000012,0.25755107,mrna
TCONS_00414598 gene=XLOC_044812,3176.0,0.5214105793450882,0.40080000000000005,501.0,3163.0,555.0,0.1577455919395466,0.9959068010075567,0.9959068010075567,-0.12082891424909845,-0.28113149024350925,-0.11672352100685482,-0.28113149024350925,1.6757058967210603,1.3270640506140365,-0.0019724481928398213,0.0074070437876107625,0.01806852400893484,0.029241911508617827,0.024334855696181715,0.4475743348982786,4.0500284194946286,16584.67590000001,0.07228915662650602,2.6710843373493978,10069.840600000005,-7.523711340206187,18369.946400000023,10069.840600000005,0.5961139,lncrna
TCONS_00414599 gene=XLOC_044812,2823.0,0.5260361317747078,0.38820000000000005,501.0,2812.0,555.0,0.17747077577045697,0.9961034360609281,0.9961034360609281,-0.12082891424909845,-0.26334063911018796,-0.11672352100685482,-0.26334063911018796,1.6757058967210603,1.3499977458392296,-0.001200243972491726,0.008510084326113441,0.019248850324732888,0.03004715832276366,0.024969465516077063,0.4554030874785592,4.0500284194946286,16584.67590000001,0.07228915662650602,2.6710843373493978,10069.840600000005,-7.523711340206187,18369.946400000023,10069.840600000005,0.6991334,lncrna
TCONS_00428678 gene=RNF123,14989.0,0.4876242577890453,0.47859999999999997,546.0,14982.0,1008.0,0.03642671292281006,0.9995329908599639,0.9995329908599639,-0.10093499070408768,-0.2857344646278092,-0.0798906216985094,-0.2857344646278092,0.5137784659726974,0.2806193064197571,8.08336760760002e-05,0.0005464067051873374,0.0004471843160609812,-0.00040369599856493097,-0.0009939885379664844,0.5614304519526108,9.15336627960205,19479.524799999992,0.049723756906077346,45.129281767955796,1356.6185,31.21818181818182,37184.72340000006,1356.6185,0.98137766,lncrna
TCONS_00433011 gene=TMPRSS7,2423.0,0.4184894758563764,0.3993,126.0,2381.0,300.0,0.0520016508460586,0.9826661163846472,0.9826661163846472,-0.17734434717407374,-0.48992866739076113,-0.28940852130836625,-0.48992866739076113,1.0397553381668545,0.32301537018854165,-0.003505945395746072,-0.01179289510255631,-0.021523929282012324,-0.030157522224644198,-0.036963430192169085,0.4745649263721553,7.857616233825684,4891.7575,0.1951219512195122,68.67073170731706,3046.6736000000005,16.541666666666664,10976.733599999985,3046.6736000000005,0.99830794,lncrna
TCONS_00433374 gene=TIGIT,5497.0,0.42568673822084774,0.3825,393.0,5492.0,492.0,0.07149354193196289,0.9990904129525195,0.9990904129525195,-0.2078237665810412,-0.4327340026685518,-0.19959823850316133,-0.4327340026685518,0.6465181457689482,0.29258735114536294,-0.0014458185370015643,-0.007004456802642336,-0.012503824569551588,-0.020077838211514366,-0.027026417468086275,0.4828669331810394,5.222275733947753,14249.323399999985,0.11538461538461539,30.476923076923065,8537.594799999999,83.64805194805193,17803.42799999998,8537.594799999999,0.8701042,lncrna
TCONS_00456498 gene=ENSG00000290993,953.0,0.5561385099685204,0.45299999999999996,210.0,825.0,363.0,0.2203567681007345,0.8656873032528857,0.8656873032528857,-0.00474719285834759,-0.186140506994888,-0.10218319643484867,-0.186140506994888,0.8498455255025061,0.6236144673740003,0.007953819255741316,0.005350959540778525,0.003530591282962896,-0.0006336100312868688,-0.006207420028703584,0.5924764890282131,10.011311531066895,7473.453200000002,0.07246376811594203,67.14347826086956,5625.588599999998,69.75192307692308,12945.691499999986,5625.588599999998,0.99956405,lncrna
TCONS_00456966 gene=XLOC_048797,2832.0,0.4410310734463277,0.3827,207.0,2610.0,321.0,0.07309322033898305,0.9216101694915254,0.9216101694915254,-0.08959513541868044,-0.38827915993696605,0.023583621978678155,-0.38827915993696605,0.7735319172109734,0.33289132792248166,-0.002709031736031305,-0.008324347186249805,-0.013888774004274573,-0.022486940711579806,-0.028921903561068614,0.4970896391152503,9.251164817810057,7684.735499999998,0.10294117647058824,27.37647058823529,7684.735499999998,27.37647058823529,11676.37299999999,7684.735499999998,0.96382767,lncrna
TCONS_00436900 gene=AGTR1,2580.0,0.43294573643410855,0.46140000000000003,1245.0,2543.0,1302.0,0.48255813953488375,0.9856589147286822,0.9856589147286822,0.010239552470133114,-0.3473760662285865,0.02493165953445939,-0.3473760662285865,0.39716436817398715,0.28925364069291093,-0.0032882429233031074,0.0012135728310643484,0.007827909054393506,0.017148995195315656,0.027414134308745272,0.49291237113402064,9.46990604400635,47188.67900000003,0.13768115942028986,35.56888888888887,2082.3445,105.95555555555555,49209.98140000003,2082.3445,0.00027877092,mrna
TCONS_00463290 gene=IQCG,7579.0,0.47499670141179573,0.486,447.0,7542.0,486.0,0.05897875709196464,0.9951180894577121,0.9951180894577121,-0.2766820957017681,-0.32627285352489727,-0.2616410426357741,-0.32627285352489727,0.6899903957561415,0.31539710216102756,0.01032393109103695,0.005653730864888292,0.002134052666841822,-0.002947467370619755,-0.005370711216241559,0.5071428571428571,8.81026554107666,16703.21279999998,0.11486486486486486,60.743918918918915,1038.2409000000002,16.89,18137.72309999998,1038.2409000000002,0.9823404,lncrna
TCONS_00491247 gene=XLOC_051410,2190.0,0.5127853881278539,0.5899,354.0,2130.0,399.0,0.16164383561643836,0.9726027397260274,0.9726027397260274,0.43939437960314853,-0.29862437507679473,0.39654733429585276,-0.29862437507679473,0.9722351935789058,0.4137969336476859,0.010680395243596616,0.012023406882563393,0.011612048010013733,0.012160396411081093,0.014536416665371674,0.557161629434954,4.0500284194946286,11928.161100000027,0.017094017094017092,17.298290598290603,649.7605,-5.816666666666667,13748.364600000023,649.7605,0.096134484,mrna
TCONS_00491308 gene=XLOC_052150,13031.0,0.45775458521986034,0.43940000000000007,360.0,12963.0,546.0,0.02762642928401504,0.9947816744685749,0.9947816744685749,-0.04839839998237691,-0.4132820966797886,0.11586402036764477,-0.4132820966797886,0.6677752033868176,0.31615698282443816,0.002393418769580909,0.0011304417891096115,-0.0008726366146760145,-0.0037433505586395672,-0.005176049253251832,0.5230530339225992,6.486090660095214,13601.889699999978,0.07563025210084033,44.328571428571415,818.9829999999998,-34.0,19323.13319999998,818.9829999999998,0.65931785,lncrna
TCONS_00487976 gene=DCLK2,12981.0,0.46198289808181187,0.4517,663.0,12918.0,768.0,0.051074647561821125,0.9951467529466143,0.9951467529466143,-0.11299024727729898,-0.33054984927902026,-0.081654578337024,-0.33054984927902026,0.7756051923042708,0.2910921465415004,0.001754384386899503,-0.00043513881524221,-0.0028191798392221933,-0.006987849816017516,-0.010584187404007253,0.5217494651770858,9.096569633483888,22892.084699999992,0.07272727272727272,35.84954545454547,1654.9003999999998,33.766666666666666,26558.211699999985,1654.9003999999998,0.6508409,lncrna
TCONS_00522040 gene=XLOC_055069,1168.0,0.4220890410958904,0.4421,327.0,1143.0,411.0,0.2799657534246575,0.978595890410959,0.978595890410959,-0.06830585538556871,-0.21137229216649986,-0.05839881957171153,-0.21137229216649986,0.7225209619272177,0.40665653397728296,-0.0048820712850687845,-0.010932010841087464,-0.016858808515278323,-0.02661679212206488,-0.036275353201627954,0.5103244837758112,10.203104972839355,11778.285499999985,0.046296296296296294,76.52777777777777,1148.4395000000002,28.26,14829.86959999999,1148.4395000000002,0.99590945,lncrna
TCONS_00509111 gene=LIFR,12172.0,0.36386789352612553,0.35490000000000005,264.0,12113.0,294.0,0.021689122576404863,0.9951528097272428,0.9951528097272428,-0.3436155815718458,-0.45459414042144364,-0.19610080921779593,-0.45459414042144364,0.87496541268822,0.23073193448668117,-0.007123171572509343,-0.015182957119463134,-0.021550142565187124,-0.02588416413849625,-0.028378779606734825,0.4160010649627263,9.473645210266113,10163.35709999999,0.20689655172413796,38.440229885057455,1087.2968,72.53333333333333,11068.579299999994,1087.2968,0.9461579,lncrna
TCONS_00512081 gene=CHP1P1,979.0,0.278855975485189,0.3194,135.0,957.0,183.0,0.13789581205311544,0.9775280898876404,0.9775280898876404,-0.21732058894824674,-0.6281849587748453,-0.3281479010822711,-0.6281849587748453,0.8533008528512005,0.2867303126790812,-0.01307827561083196,-0.024666220583580638,-0.03520982574635048,-0.04462385314825409,-0.052820730673189153,0.32323232323232326,10.01376132965088,5435.478800000001,0.1590909090909091,11.525000000000004,149.2113,0.0,6955.212899999999,149.2113,0.9965626,lncrna
TCONS_00521853 gene=UTP15,7769.0,0.45951859956236324,0.4332,1770.0,7499.0,1818.0,0.22782854936285235,0.9652464924700733,0.9652464924700733,0.28069209759766506,-0.33404382282963274,0.27467580532524477,-0.33404382282963274,0.4151998984749299,0.2399173415503495,0.0005755587291483878,0.0026274309933551755,0.003820156867006807,0.004944762004367293,0.009438705972662123,0.5149013290374547,6.396739768981934,66129.11990000021,0.09337860780984719,40.97487266553485,4161.770000000001,53.325,67813.01020000022,4161.770000000001,0.00021964312,mrna
TCONS_00512404 gene=F2R,1113.0,0.48427672955974843,1.1421000000000001,411.0,1077.0,459.0,0.3692722371967655,0.967654986522911,0.967654986522911,0.0847484391894316,-0.09461875411497056,0.11536939477933142,-0.09461875411497056,0.6572891007696304,0.43754745107497395,0.00048136493043634014,0.005370432111242979,0.00939643406835639,0.012536079324461515,0.017905876488232022,0.5585585585585585,6.010007286071777,15162.462099999982,0.029411764705882356,53.42279411764706,2526.1945,31.07272727272727,16931.466499999995,2526.1945,0.85134614,lncrna
TCONS_00499201 gene=MACIR,17329.0,0.4154307807721161,0.4272,621.0,17308.0,642.0,0.03583588204743494,0.9987881585781061,0.9987881585781061,0.19176469811267713,-0.4287706573624583,0.1834026325217569,-0.4287706573624583,0.5052676563554137,0.219338643935032,-0.00039976094867780144,-0.0027374246323022297,-0.004714848129983942,-0.007305454549830208,-0.007332953714803809,0.4601049868766404,9.51116580963135,23083.116300000012,0.06310679611650485,66.028640776699,23083.116300000012,66.028640776699,23925.177400000015,23083.116300000012,0.016181648,mrna
TCONS_00519434 gene=FAM200C,2845.0,0.4007029876977153,0.6722999999999999,1785.0,2797.0,1800.0,0.6274165202108963,0.983128295254833,0.983128295254833,0.009554485058880301,-0.5996685639127074,0.00834290146704624,-0.5996685639127074,0.3947594311407552,0.3306370697050731,-0.003944005853030924,-0.006696831152442485,-0.008384981802386489,-0.009224214601653366,-0.009407381879538974,0.4601123595505618,5.97954158782959,68325.91310000028,0.10774410774410774,39.092929292929306,586.6582999999999,40.43333333333334,68889.5793000003,586.6582999999999,0.0013774633,mrna
TCONS_00504454 gene=ENSG00000254192,490.0,0.5040816326530613,0.45819999999999994,234.0,484.0,240.0,0.4775510204081633,0.9877551020408163,0.9877551020408163,-0.1799418042726176,-0.174166144180395,-0.17776757003907737,-0.174166144180395,0.7903812549123925,0.6375282010475158,0.0054994037345764985,0.0014088463146600986,-0.004703475780340774,-0.014191844446881194,-0.02168088811737598,0.5617283950617284,8.886338233947757,8354.475499999993,0.0909090909090909,55.42857142857141,8354.475499999993,55.42857142857141,8556.749399999992,8354.475499999993,0.9995337,lncrna
TCONS_00505046 gene=LINC01411,8480.0,0.42818396226415095,0.3718,1386.0,8170.0,1479.0,0.1634433962264151,0.9634433962264151,0.9634433962264151,0.053392790701065514,-0.2939822067244258,0.0434047011869522,-0.2939822067244258,0.7289628859485173,0.34705377175562213,0.0011722820340723812,-0.004069609034079359,-0.00832898666957391,-0.016363851887276296,-0.02310615523453798,0.45414617006324665,8.906065559387208,52739.65400000008,0.0737527114967462,41.47852494577011,351.4852,-18.46666666666667,56183.49300000008,351.4852,0.017374277,mrna
TCONS_00506534 gene=FLT4,1363.0,0.5920763022743947,0.5244,237.0,1287.0,312.0,0.17388114453411593,0.9442406456346295,0.9442406456346295,0.004334860067451193,-0.13152827699471006,0.06375544634053919,-0.13152827699471006,0.8503490289906872,0.4373868267998664,0.01370466807574586,0.024799216647354842,0.03326647468451691,0.04063340858587257,0.04820280567535527,0.6471861471861472,8.8406946182251,8656.699700000001,0.11538461538461539,64.00128205128202,248.3423,5.0,10626.755499999997,248.3423,0.99318045,lncrna
TCONS_00523045 gene=CDYL,1649.0,0.38144329896907214,0.34940000000000004,123.0,1618.0,207.0,0.07459066100667071,0.9812007277137659,0.9812007277137659,0.4619214264406521,-0.34065935026768246,-0.025332323263761034,-0.34065935026768246,0.9657274053788665,0.3291390144585131,-0.005759343705199756,-0.010395423058800039,-0.012989879747465759,-0.014659170949819458,-0.013765477944733219,0.431237721021611,5.2209684371948235,4807.570599999999,0.07500000000000001,35.5825,4807.570599999999,35.5825,7436.863699999999,4807.570599999999,0.7418959,lncrna
TCONS_00539307 gene=Y_RNA,17824.0,0.47587522441651703,0.4914,1425.0,17792.0,1455.0,0.0799483842010772,0.9982046678635548,0.9982046678635548,0.6746647302147823,-0.32118256610822526,0.6807032903105852,-0.32118256610822526,0.592996474731269,0.30011905525655935,0.0020147415498909535,0.0051787481148974,0.00832351195627711,0.0131957670349346,0.01909603816436672,0.5432077125328659,6.872652626037598,47262.088200000144,0.05274261603375528,56.732911392405164,248.3423,5.0,48300.253200000174,248.3423,0.0013843775,mrna
TCONS_00554785 gene=XLOC_057312,9884.0,0.5016187778227438,0.4931,369.0,9834.0,492.0,0.037333063537029545,0.9949413193039255,0.9949413193039255,0.11741366470104742,-0.2768159144053704,-0.07887901257007575,-0.2768159144053704,0.767358185853503,0.35454176564056894,0.0052649904555939556,0.00414793859831304,0.0026258698964204312,-0.0007973586585241423,-0.005093249544168855,0.5708794587945879,5.3096940994262685,12931.885799999991,0.07377049180327869,49.555737704918016,6383.213800000001,47.838333333333324,18266.261699999992,6383.213800000001,0.95550454,lncrna
TCONS_00554931 gene=KCTD20,524.0,0.42748091603053434,0.5673,219.0,524.0,309.0,0.4179389312977099,1.0,1.0,-0.10263570756684987,-0.5753959958127112,-0.11973666339347891,-0.5753959958127112,0.7661232801569624,0.527035740200607,-0.001039434573622856,-0.0054428626045599305,-0.009697576469478594,-0.018875854191597343,-0.02502681831924157,0.5093167701863354,5.538186836242674,8082.410499999995,0.16666666666666666,44.79166666666667,1791.1708000000003,28.606666666666662,11454.21099999999,1791.1708000000003,0.9984867,lncrna
TCONS_00554941 gene=XLOC_057477,3684.0,0.43566775244299677,0.3775,249.0,3620.0,336.0,0.06758957654723127,0.9826275787187839,0.9826275787187839,-0.18999842205629236,-0.3594850015928758,-0.1967273950084234,-0.3594850015928758,0.7639423267984966,0.3307452375548914,-0.0004337851375695781,-0.006444454715539307,-0.012256752651544826,-0.019896012812583047,-0.025712213972798176,0.4904006677796327,9.575440788269042,9412.925399999993,0.04878048780487805,42.56463414634146,545.6924,134.4,12395.405299999988,545.6924,0.99628556,lncrna
TCONS_00555114 gene=SLC22A3,893.0,0.6618141097424413,0.9483999999999999,504.0,851.0,546.0,0.5643896976483762,0.9529675251959686,0.9529675251959686,0.6307725031494218,0.39069733950410235,0.6225680510857386,0.39069733950410235,0.545487981767937,0.44546858829093505,0.014584267261063372,0.058689094758512625,0.10138733996726924,0.1504391436982232,0.2001226283441668,0.7491408934707904,9.9470365524292,18598.958599999987,0.10179640718562874,62.34730538922156,18598.958599999987,62.34730538922156,20006.542999999987,18598.958599999987,0.00070250034,mrna
